InvoiceNo,JournalNo,OrderID,InvoiceDate,Store,Salesperson,Payment,SKU,Category,Product,Brand,Qty,UnitPrice,Discount,NetRevenue,VATRate,VATOutput,InvoiceTotal,UnitCost,TotalCost,GrossProfit,MarginPct,AR_Debit,Revenue_Credit,VATOutput_Credit,COGS_Debit,Inventory_Credit,AR_Account,Revenue_Account,VAT_Account,COGS_Account,Inventory_Account
INV20260600787,JV20260600787,SO20260600787,2026-06-09,HN-CG,NV009,Ví điện tử,BL-E21F60,Máy xay,Philips Blender,Electrolux,1,1283189,0.17,1065046,0.08,85203,1150249,825000,825000,240046,0.2254,1150249,1065046,85203,825000,825000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600788,JV20260600788,SO20260600788,2026-06-23,HCM-Q7,NV026,Thẻ,MW-9A4EF9,Lò vi sóng,Panasonic 25L,Sharp,1,3918324,0.01,3879140,0.08,310331,4189471,2582000,2582000,1297140,0.3344,4189471,3879140,310331,2582000,2582000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600789,JV20260600789,SO20260600789,2026-06-16,HCM-Q7,NV015,Tiền mặt,BL-AB2BDE,Máy xay,Sunhouse Blender,Senko,3,2502740,0.14,6457069,0.08,516565,6973634,1551000,4653000,1804069,0.2794,6973634,6457069,516565,4653000,4653000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600790,JV20260600790,SO20260600790,2026-06-06,HN-CG,NV018,Trả góp,TV-BD30D1,TV,"TCL 50""",Asia,2,21194803,0.18,34759476,0.08,2780758,37540234,17852000,35704000,-944524,-0.0272,37540234,34759476,2780758,35704000,35704000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600791,JV20260600791,SO20260600791,2026-06-05,HN-HBT,NV019,Trả góp,KT-697052,Ấm siêu tốc,Sunhouse,Samsung,3,1368962,0.16,3449784,0.08,275982,3725766,786000,2358000,1091784,0.3165,3725766,3449784,275982,2358000,2358000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600792,JV20260600792,SO20260600792,2026-06-14,HN-CG,NV024,Chuyển khoản,VC-A1C900,Máy hút bụi,Philips FC,Xiaomi,2,11992628,0.02,23505550,0.08,1880444,25385994,8759000,17518000,5987550,0.2547,25385994,23505550,1880444,17518000,17518000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600793,JV20260600793,SO20260600793,2026-06-17,DN-HC,NV001,Thẻ,RF-6FD99B,Tủ lạnh,Panasonic 300L,Casper,1,5467513,0.15,4647386,0.08,371790,5019176,4628000,4628000,19386,0.0042,5019176,4647386,371790,4628000,4628000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600794,JV20260600794,SO20260600794,2026-06-16,HN-CG,NV021,Chuyển khoản,BL-E1AB41,Máy xay,Sunhouse Blender,Casper,1,2051762,0.11,1826068,0.08,146085,1972153,1184000,1184000,642068,0.3516,1972153,1826068,146085,1184000,1184000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600795,JV20260600795,SO20260600795,2026-06-17,HCM-Q1,NV024,Chuyển khoản,RF-8A361D,Tủ lạnh,Aqua 250L,Sharp,3,11955462,0.12,31562419,0.08,2524993,34087412,9056000,27168000,4394419,0.1392,34087412,31562419,2524993,27168000,27168000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600796,JV20260600796,SO20260600796,2026-06-15,HN-HBT,NV007,Thẻ,FN-5AA0F8,Quạt,Senko,Cuckoo,3,1054910,0.12,2784962,0.08,222796,3007758,670000,2010000,774962,0.2783,3007758,2784962,222796,2010000,2010000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600797,JV20260600797,SO20260600797,2026-06-25,DN-HC,NV010,Trả góp,KT-A1D1DD,Ấm siêu tốc,Sunhouse,Senko,1,1136454,0.08,1045537,0.08,83642,1129179,746000,746000,299537,0.2865,1129179,1045537,83642,746000,746000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600798,JV20260600798,SO20260600798,2026-06-27,HN-CG,NV006,Tiền mặt,VC-8877C5,Máy hút bụi,Philips FC,Daikin,1,3162923,0.05,3004776,0.08,240382,3245158,2125000,2125000,879776,0.2928,3245158,3004776,240382,2125000,2125000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600799,JV20260600799,SO20260600799,2026-06-06,HCM-TB,NV011,Tiền mặt,WM-233DAD,Máy giặt,LG 9kg,Toshiba,2,9848780,0.14,16939901,0.08,1355192,18295093,8107000,16214000,725901,0.0429,18295093,16939901,1355192,16214000,16214000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600800,JV20260600800,SO20260600800,2026-06-06,BD-TDM,NV003,Chuyển khoản,VC-BEE8C8,Máy hút bụi,Xiaomi G10,Asia,1,11192100,0.02,10968258,0.08,877460,11845718,8671000,8671000,2297258,0.2094,11845718,10968258,877460,8671000,8671000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600801,JV20260600801,SO20260600801,2026-06-10,HCM-Q1,NV026,Tiền mặt,WM-B4B226,Máy giặt,Samsung 10kg,Electrolux,1,9638229,0.11,8578023,0.08,686241,9264264,7796000,7796000,782023,0.0912,9264264,8578023,686241,7796000,7796000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600802,JV20260600802,SO20260600802,2026-06-18,HCM-TB,NV012,Thẻ,RF-F64CD4,Tủ lạnh,Samsung Inverter 350L,Casper,1,18586767,0.03,18029163,0.08,1442333,19471496,14678000,14678000,3351163,0.1859,19471496,18029163,1442333,14678000,14678000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600803,JV20260600803,SO20260600803,2026-06-30,HCM-Q1,NV009,Tiền mặt,TV-A7F7B3,TV,"Sony 65""",Senko,3,29186894,0.06,82307041,0.08,6584563,88891604,24276000,72828000,9479041,0.1152,88891604,82307041,6584563,72828000,72828000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600804,JV20260600804,SO20260600804,2026-06-05,HN-HBT,NV023,Tiền mặt,AC-EA5153,Máy lạnh,Casper 1HP,Sunhouse,2,10708046,0.2,17132873,0.08,1370629,18503502,8196000,16392000,740873,0.0432,18503502,17132873,1370629,16392000,16392000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600805,JV20260600805,SO20260600805,2026-06-25,BD-TDM,NV022,Ví điện tử,RF-BFD1C6,Tủ lạnh,Aqua 250L,Electrolux,3,21412803,0.04,61668872,0.08,4933509,66602381,18219000,54657000,7011872,0.1137,66602381,61668872,4933509,54657000,54657000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600806,JV20260600806,SO20260600806,2026-06-03,HCM-Q1,NV026,Thẻ,AC-4E849A,Máy lạnh,Daikin 1HP,Philips,2,12581902,0.17,20885957,0.08,1670876,22556833,9558000,19116000,1769957,0.0847,22556833,20885957,1670876,19116000,19116000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600807,JV20260600807,SO20260600807,2026-06-12,BD-TDM,NV004,Tiền mặt,TV-7D99ED,TV,"Sony 65""",Philips,2,19873285,0.03,38554172,0.08,3084333,41638505,15932000,31864000,6690172,0.1735,41638505,38554172,3084333,31864000,31864000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600808,JV20260600808,SO20260600808,2026-06-30,DN-HC,NV030,Thẻ,AC-F32BBC,Máy lạnh,Mitsubishi 1.5HP,Mitsubishi,3,21322953,0.14,55013218,0.08,4401057,59414275,15913000,47739000,7274218,0.1322,59414275,55013218,4401057,47739000,47739000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600809,JV20260600809,SO20260600809,2026-06-07,HCM-TB,NV007,Ví điện tử,RC-666E15,Nồi cơm,Sunhouse 1.2L,Panasonic,2,899838,0.03,1745685,0.08,139654,1885339,543000,1086000,659685,0.3779,1885339,1745685,139654,1086000,1086000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600810,JV20260600810,SO20260600810,2026-06-07,CT-NK,NV028,Thẻ,KT-10A77D,Ấm siêu tốc,Philips,Philips,2,470860,0.19,762793,0.08,61023,823816,325000,650000,112793,0.1479,823816,762793,61023,650000,650000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600811,JV20260600811,SO20260600811,2026-06-05,HCM-Q7,NV019,Chuyển khoản,RC-A4D4BD,Nồi cơm,Sunhouse 1.2L,Cuckoo,2,1378001,0.13,2397721,0.08,191817,2589538,859000,1718000,679721,0.2835,2589538,2397721,191817,1718000,1718000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600812,JV20260600812,SO20260600812,2026-06-17,HN-HBT,NV003,Trả góp,AC-A7840C,Máy lạnh,Mitsubishi 1.5HP,Panasonic,1,13479419,0.12,11861888,0.08,948951,12810839,11253000,11253000,608888,0.0513,12810839,11861888,948951,11253000,11253000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600813,JV20260600813,SO20260600813,2026-06-09,HN-HBT,NV024,Chuyển khoản,FN-EEAA84,Quạt,Asia,Toshiba,2,712870,0.09,1297423,0.08,103793,1401216,410000,820000,477423,0.368,1401216,1297423,103793,820000,820000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600814,JV20260600814,SO20260600814,2026-06-02,HN-CG,NV025,Thẻ,TV-888A32,TV,"TCL 50""",Mitsubishi,1,16007457,0.13,13926487,0.08,1114118,15040605,13899000,13899000,27487,0.002,15040605,13926487,1114118,13899000,13899000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600815,JV20260600815,SO20260600815,2026-06-16,DN-HC,NV003,Tiền mặt,FN-A270E1,Quạt,Asia,Sony,1,918202,0.19,743743,0.08,59499,803242,530000,530000,213743,0.2874,803242,743743,59499,530000,530000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600816,JV20260600816,SO20260600816,2026-06-27,BD-TDM,NV024,Thẻ,RF-40AAB7,Tủ lạnh,Samsung Inverter 350L,Electrolux,3,11657380,0.09,31824647,0.08,2545971,34370618,9174000,27522000,4302647,0.1352,34370618,31824647,2545971,27522000,27522000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600817,JV20260600817,SO20260600817,2026-06-14,HCM-Q1,NV029,Trả góp,TV-DCF290,TV,"Sony 65""",Sony,2,7566060,0.05,14375514,0.08,1150041,15525555,6251000,12502000,1873514,0.1303,15525555,14375514,1150041,12502000,12502000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600818,JV20260600818,SO20260600818,2026-06-06,HCM-TB,NV014,Tiền mặt,VC-4F893C,Máy hút bụi,Dyson V8,Daikin,1,11298367,0.07,10507481,0.08,840598,11348079,7484000,7484000,3023481,0.2877,11348079,10507481,840598,7484000,7484000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600819,JV20260600819,SO20260600819,2026-06-27,DN-HC,NV006,Thẻ,VC-A60FBD,Máy hút bụi,Philips FC,Asia,2,10167632,0.16,17081621,0.08,1366529,18448150,7347000,14694000,2387621,0.1398,18448150,17081621,1366529,14694000,14694000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600820,JV20260600820,SO20260600820,2026-06-26,HN-HBT,NV009,Ví điện tử,BL-E1AB41,Máy xay,Sunhouse Blender,Casper,3,2784905,0.03,8104073,0.08,648325,8752398,1560000,4680000,3424073,0.4225,8752398,8104073,648325,4680000,4680000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600821,JV20260600821,SO20260600821,2026-06-06,HN-HBT,NV022,Trả góp,RC-DDFD41,Nồi cơm,Cuckoo 1.8L,Casper,3,1869547,0.17,4655172,0.08,372413,5027585,1100000,3300000,1355172,0.2911,5027585,4655172,372413,3300000,3300000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600822,JV20260600822,SO20260600822,2026-06-01,BD-TDM,NV026,Chuyển khoản,RF-0C269E,Tủ lạnh,Panasonic 300L,Philips,3,9682961,0.2,23239106,0.08,1859128,25098234,7489000,22467000,772106,0.0332,25098234,23239106,1859128,22467000,22467000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600823,JV20260600823,SO20260600823,2026-06-22,BD-TDM,NV028,Trả góp,VC-3898BC,Máy hút bụi,Xiaomi G10,Toshiba,3,4592678,0.04,13226912,0.08,1058152,14285064,2801000,8403000,4823912,0.3647,14285064,13226912,1058152,8403000,8403000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600824,JV20260600824,SO20260600824,2026-06-10,HN-CG,NV015,Tiền mặt,WM-4EAB5C,Máy giặt,Samsung 10kg,LG,3,9165972,0.13,23923186,0.08,1913854,25837040,6883000,20649000,3274186,0.1369,25837040,23923186,1913854,20649000,20649000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600825,JV20260600825,SO20260600825,2026-06-16,DN-HC,NV014,Ví điện tử,BL-2DE930,Máy xay,Sunhouse Blender,Toshiba,3,2399220,0.09,6549870,0.08,523989,7073859,1771000,5313000,1236870,0.1888,7073859,6549870,523989,5313000,5313000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600826,JV20260600826,SO20260600826,2026-06-30,HCM-Q1,NV007,Trả góp,VC-D86280,Máy hút bụi,Philips FC,Mitsubishi,1,8844176,0.14,7605991,0.08,608479,8214470,6656000,6656000,949991,0.1249,8214470,7605991,608479,6656000,6656000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600827,JV20260600827,SO20260600827,2026-06-18,HCM-Q7,NV010,Trả góp,VC-852D6B,Máy hút bụi,Philips FC,Sunhouse,3,8882058,0.01,26379712,0.08,2110376,28490088,5439000,16317000,10062712,0.3815,28490088,26379712,2110376,16317000,16317000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600828,JV20260600828,SO20260600828,2026-06-24,CT-NK,NV011,Thẻ,TV-7BABFF,TV,"Sony 65""",Aqua,3,15711456,0.12,41478243,0.08,3318259,44796502,13547000,40641000,837243,0.0202,44796502,41478243,3318259,40641000,40641000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600829,JV20260600829,SO20260600829,2026-06-27,HN-HBT,NV001,Tiền mặt,WM-4F93AF,Máy giặt,LG 9kg,Sunhouse,1,7469901,0.2,5975920,0.08,478073,6453993,6052000,6052000,-76080,-0.0127,6453993,5975920,478073,6052000,6052000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600830,JV20260600830,SO20260600830,2026-06-26,HN-CG,NV017,Ví điện tử,AC-48B1DF,Máy lạnh,Panasonic 1.5HP,Senko,2,12700797,0.08,23369466,0.08,1869557,25239023,9987000,19974000,3395466,0.1453,25239023,23369466,1869557,19974000,19974000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600831,JV20260600831,SO20260600831,2026-06-17,HN-CG,NV024,Thẻ,VC-4BDADC,Máy hút bụi,Philips FC,Electrolux,1,4048383,0.1,3643544,0.08,291483,3935027,3062000,3062000,581544,0.1596,3935027,3643544,291483,3062000,3062000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600832,JV20260600832,SO20260600832,2026-06-30,HCM-TB,NV027,Chuyển khoản,RC-7580B4,Nồi cơm,Panasonic 1.8L,Panasonic,3,3879575,0.07,10824014,0.08,865921,11689935,2879000,8637000,2187014,0.2021,11689935,10824014,865921,8637000,8637000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600833,JV20260600833,SO20260600833,2026-06-17,HCM-TB,NV029,Tiền mặt,RC-588B19,Nồi cơm,Sunhouse 1.2L,Electrolux,1,1067257,0.1,960531,0.08,76842,1037373,808000,808000,152531,0.1588,1037373,960531,76842,808000,808000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600834,JV20260600834,SO20260600834,2026-06-28,DN-HC,NV026,Trả góp,WM-15F54A,Máy giặt,LG 9kg,Sharp,2,10922477,0.05,20752706,0.08,1660216,22412922,9122000,18244000,2508706,0.1209,22412922,20752706,1660216,18244000,18244000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600835,JV20260600835,SO20260600835,2026-06-03,HN-CG,NV024,Trả góp,WM-AF4A41,Máy giặt,Toshiba 9kg,Asia,3,16971688,0.05,48369310,0.08,3869544,52238854,13921000,41763000,6606310,0.1366,52238854,48369310,3869544,41763000,41763000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600836,JV20260600836,SO20260600836,2026-06-30,HN-HBT,NV024,Thẻ,RC-FA47F8,Nồi cơm,Cuckoo 1.8L,Aqua,3,3418475,0.05,9742653,0.08,779412,10522065,2448000,7344000,2398653,0.2462,10522065,9742653,779412,7344000,7344000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600837,JV20260600837,SO20260600837,2026-06-23,HCM-Q1,NV022,Chuyển khoản,KT-081E4B,Ấm siêu tốc,Kangaroo,Xiaomi,2,1419612,0.02,2782439,0.08,222595,3005034,752000,1504000,1278439,0.4595,3005034,2782439,222595,1504000,1504000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600838,JV20260600838,SO20260600838,2026-06-08,HN-CG,NV009,Thẻ,MW-5F52F7,Lò vi sóng,Sharp 20L,Toshiba,2,4633024,0.07,8617424,0.08,689393,9306817,3234000,6468000,2149424,0.2494,9306817,8617424,689393,6468000,6468000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600839,JV20260600839,SO20260600839,2026-06-20,BD-TDM,NV012,Trả góp,WM-B368C2,Máy giặt,Samsung 10kg,Casper,2,5373732,0.02,10532514,0.08,842601,11375115,4528000,9056000,1476514,0.1402,11375115,10532514,842601,9056000,9056000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600840,JV20260600840,SO20260600840,2026-06-05,HCM-TB,NV023,Thẻ,RF-CAB84B,Tủ lạnh,Samsung Inverter 350L,Senko,1,18598576,0.18,15250832,0.08,1220066,16470898,15709000,15709000,-458168,-0.03,16470898,15250832,1220066,15709000,15709000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600841,JV20260600841,SO20260600841,2026-06-08,HN-HBT,NV025,Tiền mặt,RC-D3B39E,Nồi cơm,Sharp 1.8L,Sony,3,3018467,0.18,7425428,0.08,594034,8019462,2262000,6786000,639428,0.0861,8019462,7425428,594034,6786000,6786000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600842,JV20260600842,SO20260600842,2026-06-07,HCM-TB,NV003,Chuyển khoản,MW-2091D9,Lò vi sóng,Electrolux 23L,Sharp,3,3901618,0.07,10885514,0.08,870841,11756355,2713000,8139000,2746514,0.2523,11756355,10885514,870841,8139000,8139000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600843,JV20260600843,SO20260600843,2026-06-08,HCM-Q1,NV015,Ví điện tử,MW-F8E59D,Lò vi sóng,Sharp 20L,Sharp,2,3193635,0.09,5812415,0.08,464993,6277408,2479000,4958000,854415,0.147,6277408,5812415,464993,4958000,4958000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600844,JV20260600844,SO20260600844,2026-06-20,HCM-Q7,NV024,Ví điện tử,KT-60A177,Ấm siêu tốc,Kangaroo,Cuckoo,2,1284309,0.04,2465873,0.08,197269,2663142,919000,1838000,627873,0.2546,2663142,2465873,197269,1838000,1838000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260600845,JV20260600845,SO20260600845,2026-06-25,HCM-Q1,NV025,Thẻ,WM-EE77C3,Máy giặt,Toshiba 9kg,Panasonic,2,13353311,0.16,22433562,0.08,1794684,24228246,10799000,21598000,835562,0.0372,24228246,22433562,1794684,21598000,21598000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
